,Rating,Title,Review,Review_Date
1421,3.0,I received a returned product it had scratchs and dust in the box,"The media could not be loaded.
                



 I expect quality but I'm disappointed I can't feel a fresh product I never expect this",2 July 2022
1422,5.0,Super,"The media could not be loaded.
                



 Top ❤️",5 August 2022
1423,3.0,Camera is worst,Camera is not good,28 June 2022
1424,5.0,Great phone,Great phone.Good camera.Light weight phone.,19 July 2022
1425,4.0,Satisfactory and worth money,"During WhatsApp call, flip camera process takes unusual time apx. 2 to 3 sec.Camera adds unusual effects and takes beyond the reality.Takes appx 30 min in full charging from 0%.Delivery was good. Piece was in good condition.Rest of the features are satisfactory.",20 March 2022
1426,5.0,Nice,,20 July 2022
1427,5.0,Stylish mobile,It's Lovely mobile 😉😉😉,17 July 2022
1428,3.0,Good but not best.,After use of 4 month of this phone I conclude that this phn is good at this price range .But it should be better. But sometimes phn feels like hand or slow even at 90hz amoled display. The best part is in 30 min it charges from 0 to 80% with the help of 65wt charger.,24 May 2022
1429,5.0,Good,Good,19 July 2022
1430,4.0,Awesome Phone,"The media could not be loaded.
                



 After Using My All New One Plus Nord CE2 5G Phone. I an Going to Review It. Really Awesome Phone. Very Smooth & Operating Also Good.Need Some Upgrade to Perfect This Phone.",Reviewed in India 🇮🇳 on 9 April 2022
1431,4.0,Battery life is not long enough...,Fast charging is very good but span of battery life is not satisfactory...camera quality is good... processor is fast and smooth...,Reviewed in India 🇮🇳 on 14 April 2022
1432,4.0,Good asset,"Very good look, weight. Camera is too good however battery is average.",Reviewed in India 🇮🇳 on 22 April 2022
1433,4.0,Good,Battery,Reviewed in India 🇮🇳 on 7 May 2022
1434,5.0,PLEASE DONT BUY ONE PLUS USELESS AND HOPELESS BRAND...,Dont buy one plus guys worst phone and the que in the support store will take hours....I bought CE 2 one month prior i got display blotting problem the service centre asked me to pay 6400 though the phone was not damaged.....utterly crap please don't buy one plus ....useless phone no value for money..in case you buy the phone sell it immediately completely useless...and one plus is a problematic brand long ques in service centres of no help....guys please don't buy one plus go for Samsung the trustworthy brand....,Reviewed in India 🇮🇳 on 23 April 2022
1435,5.0,Good,Good,Reviewed in India 🇮🇳 on 19 July 2022
1436,4.0,Little bit overprice otherwise great phone,"Nice looking phone, with great display,but camera is not OnePlus brand quality, overall good smart phone, I think it's little overprice of you get it under 20000 than its a killer deal",Reviewed in India 🇮🇳 on 3 April 2022
1437,4.0,Worth to purchase,Satisfactory mobile....worth to purchase in this price category.,Reviewed in India 🇮🇳 on 29 April 2022
1438,5.0,Definitely go for it,One plus is definitely a master piece i am in love with it please do get one for your self value for money,Reviewed in India 🇮🇳 on 4 July 2022
1439,4.0,Good product,Battery performance very good,Reviewed in India 🇮🇳 on 5 May 2022
1440,4.0,It's avrage,It is good looking phone but battery is avrage continue using time 7 hours,19 April 2022
1441,3.0,Mobile is Good Camara Quality Worst,Camera Quality is very bad....OnePuls Mobile worst camera experience,23 June 2022
1442,4.0,Camera should mentain the natural photography.,"My experience is very good after using of 25 days. Battery backup is good,camara experience is Asame.Resresh rate 90.2 which is never hung this phone.",9 April 2022
1443,3.0,"Worst Camera 📷 , compare to real me 8s 5G",Battery 🔋 decent and Camera quality is very Bad,23 June 2022
1444,5.0,Battery and camera quality is better,Right product,20 July 2022
1445,4.0,For that price nice,Product was nice sometime finger sensor was not recognising I brought  this product at mar14 up to know this is the problem. In future in case there upload if they clear it was awesome. Don't expect super camera from this.,1 April 2022
1446,4.0,Good phone,Product is not so bad and not so good just ok okIt need some upgrage like camera and etcProcesser is also very slow as per the other brand in this price range,3 April 2022
1447,4.0,Display not as good as Samsung amoled.,"Phone is smooth. OS is fine. Display is bad, even it is Amoled. Nothing compared to any good Samsung phone. I was a user of Samsung A30 and wish I could switch back to it.",30 March 2022
1448,4.0,Camera picture quality can be improved,Font style change can be improved where as other brands are available this facilities,17 April 2022
1449,5.0,One plus Nord ce2,"This is good Phone camera quality is good, good speed battery is good 24+hr backup",8 July 2022
1450,4.0,Good Battery Life but camera quality should be improve,1. Battery life is GOOD.2. Front camera should be better.3. Light weight & slim body.4. No heating issues so far.Overall a good buy for mid level budget.,31 March 2022
1451,4.0,Good 1,Good 1 camera,3 May 2022
1452,5.0,Just wow,Just wow,18 July 2022
1453,4.0,Looking awesome,Some heating issue.,2 May 2022
1454,5.0,It's a decent phone to purchase in this price range.,I liked the compact design and smooth working of the phone. This is a light weight phone with a good look. The camera is very good. Bahamas blue colour really suits this model.,21 June 2022
1455,4.0,Budget Phone in OnePlus,Could be better compared with 9RT but good for budget range,23 April 2022
1456,4.0,Not Best but Better in segment,When you compare with Samsung M52 with same price tag you feel incomplete for wide range and front camera. The size  could be better if it would be 6.5 inches.Overall handy and lightweight .,27 March 2022
1457,5.0,The best phone at such n unbelievable prit,"Thank you Amazon for providing such good phone for unbelievable price, as always Amazon delivery was before time.Thanks a lot Amazon",2 July 2022
1458,4.0,"Camera Is good , very fast charging but battery is not good",Improve battery capacity,2 May 2022
1459,4.0,Fine thanks,Nice,12 May 2022
1460,4.0,Nice experience,Nice mobile with awesome handling!!!!! Just two things to highlight- No ring/silent switch and battery life is little disappointing.,Reviewed in India 🇮🇳 on 12 April 2022
1461,4.0,Overall good,Processor,Reviewed in India 🇮🇳 on 4 May 2022
1462,4.0,The phone is good!! But not the battery!!,My Phone's battery drawning very fastly.. thats why I have to charge my phone twice a dayIt's really disgusting 😡,Reviewed in India 🇮🇳 on 10 April 2022
1463,4.0,Like,Best phone 📱,Reviewed in India 🇮🇳 on 2 May 2022
1464,4.0,Good phone with super quick charging.,The only problem with this mobile is speaker  sound is low . Rest all good. Will write detail review soon.,Reviewed in India 🇮🇳 on 10 April 2022
1465,5.0,Fantastic!!! Worth of every penny))),"Superb smart phone coz in this phone you are getting something more than hardware specification, and that is phone usage experience!!!If you are going to be first time user to oneplus phones... then you will definitely love it!Rating time!! 👇🏻Looks : 4.6/5Build quality : 4.4/5Hardware : 4.4/5Features : 4.7/5User interface : 4.8/5Display : 4.7/5Connectivity : 4.9/5Camera : 4.5/5Battery : 4.8/5Loudspeaker : 5/5Fingerprint sensor : 4.9/5Sim slot : 5/53.5 mm jack : yesLight weight and feel : 4.9/5Preinstalled Application management : 5/5IPX5 water resistant : yesIn box silicon back cover : 5/5Gaming performance : 4.5/5 ( no lags )Entertainment experience : 5/5Daily usage experience : 5/5Overall experience : 5/5Just one thing i don't like is that Google phone application, it gives an loud warning on recording call......But leaving this a side,  device is just a perfect one! For every person...",Reviewed in India 🇮🇳 on 27 February 2022
1466,5.0,Superb fantastic,Camera quality and performance awsome,Reviewed in India 🇮🇳 on 14 July 2022
1467,4.0,Lagging issue,"After using it for a month, I found some lagging issue with this phone..Other wise good with exchange offer.",Reviewed in India 🇮🇳 on 10 April 2022
1468,5.0,Flagship phone under 25K 😍,"Everything is good on this phone 😊😍In hand feel is Awesome, Premium looks !!!Fingerprint sensor(3/5) is Very Good. But if you use Tempered glass you will feel a nanosecond lag.AMOLED display(5/5) is amazing and auto-brightness is working fine.Charging(5/5) is just to the next level, 100% charge in 20-25 minutes.Speaker(4/5) is Good, but dual Dolby speakers could be given at this prize.Processor is great, Oxygen OS is running smoothly with android 11 but 12 is needed.Camera is good but could be better at this price.WhatsApp is taking too much storage because it is storing the images and videos in their maximum quality which is not required. In my previous phone, the images were stored in 100-400 kb, but one plus is taking 1.4 - 2 MB for a single image which is toooo much.",Reviewed in India 🇮🇳 on 6 March 2022
1469,4.0,Good,I Like this phone,Reviewed in India 🇮🇳 on 30 April 2022
1470,4.0,Processor,Camera is avarage but processor is good,Reviewed in India 🇮🇳 on 30 April 2022
1471,5.0,Smooth,Happy,Reviewed in India 🇮🇳 on 22 July 2022
1472,4.0,Good phone best in budget,"I just looked for clean OS, im satisfied with brand and quality.",Reviewed in India 🇮🇳 on 19 April 2022
1473,4.0,Battery issue h,Battery capacity axi nhi h,Reviewed in India 🇮🇳 on 30 April 2022
1474,3.0,All over phone is good but camera is not good for this price segment,,Reviewed in India 🇮🇳 on 2 July 2022
1475,4.0,Value for money,Ordered this mobile with great enthusiasm and it dint let me down the expectations. Overall mobile is good. performance is awesome. Value to money. Only concern is they told it will charge completely in 15mins but it's not the case it takes a bit more than that. Other than that no other concerns about this product.,Reviewed in India 🇮🇳 on 25 February 2022
